index,Player,RECEIVING REC,RECEIVING YDS,RECEIVING TDS,MISC FL,MISC FPTS,Position,PASSING ATT,PASSING CMP,PASSING YDS,PASSING TDS,PASSING INTS,RUSHING ATT,RUSHING YDS,RUSHING TDS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN,FPTS,FG,FGA,XPT
0,Zach Ertz,7.0,76.9,0.6,0.1,18.0,te,,,,,,,,,,,,,,,,,18.0,,,
1,Travis Kelce,5.6,82.7,0.6,0.1,17.5,te,,,,,,,,,,,,,,,,,17.5,,,
2,George Kittle,5.8,69.6,0.5,0.1,15.6,te,,,,,,,,,,,,,,,,,15.6,,,
3,Evan Engram,5.4,59.6,0.5,0.0,14.4,te,,,,,,,,,,,,,,,,,14.4,,,
4,Mark Andrews,4.7,55.8,0.6,0.0,13.7,te,,,,,,,,,,,,,,,,,13.7,,,
5,Delanie Walker,4.6,50.0,0.4,0.0,11.7,te,,,,,,,,,,,,,,,,,11.7,,,
6,Darren Waller,5.3,50.4,0.2,0.1,11.5,te,,,,,,,,,,,,,,,,,11.5,,,
7,Greg Olsen,3.7,49.0,0.4,0.0,10.7,te,,,,,,,,,,,,,,,,,10.7,,,
8,Austin Hooper,4.9,47.8,0.1,0.0,10.4,te,,,,,,,,,,,,,,,,,10.4,,,
9,Jason Witten,3.6,38.3,0.4,0.0,10.0,te,,,,,,,,,,,,,,,,,10.0,,,
10,Vance McDonald,4.1,43.1,0.2,0.0,9.4,te,,,,,,,,,,,,,,,,,9.4,,,
11,T.J. Hockenson,3.8,44.4,0.2,0.0,9.1,te,,,,,,,,,,,,,,,,,9.1,,,
12,Jimmy Graham,3.0,37.1,0.3,0.0,8.7,te,,,,,,,,,,,,,,,,,8.7,,,
13,Vernon Davis,3.5,40.3,0.1,0.0,8.3,te,,,,,,,,,,,,,,,,,8.3,,,
14,Jared Cook,3.3,40.4,0.1,0.0,8.1,te,,,,,,,,,,,,,,,,,8.1,,,
15,O.J. Howard,2.9,42.3,0.2,0.1,8.0,te,,,,,,,,,,,,,,,,,8.0,,,
16,Eric Ebron,3.0,36.4,0.2,0.0,7.8,te,,,,,,,,,,,,,,,,,7.8,,,
17,Kyle Rudolph,3.0,33.3,0.2,0.0,7.4,te,,,,,,,,,,,,,,,,,7.4,,,
18,Gerald Everett,2.9,30.5,0.1,0.0,6.8,te,,,,,,,,,,,,,,,,,6.8,,,
19,Will Dissly,2.5,33.2,0.2,0.0,6.7,te,,,,,,,,,,,,,,,,,6.7,,,
20,Tyler Eifert,2.7,29.2,0.1,0.0,6.4,te,,,,,,,,,,,,,,,,,6.4,,,
21,Jack Doyle,2.9,29.1,0.1,0.1,6.3,te,,,,,,,,,,,,,,,,,6.3,,,
22,Noah Fant,2.6,32.2,0.1,0.0,6.2,te,,,,,,,,,,,,,,,,,6.2,,,
23,Dallas Goedert,2.2,26.6,0.2,0.0,5.8,te,,,,,,,,,,,,,,,,,5.8,,,
24,Demetrius Harris,2.4,27.4,0.1,0.0,5.8,te,,,,,,,,,,,,,,,,,5.8,,,
25,Trey Burton,2.1,26.2,0.1,0.0,5.3,te,,,,,,,,,,,,,,,,,5.3,,,
26,Mike Gesicki,2.3,25.9,0.1,0.1,5.1,te,,,,,,,,,,,,,,,,,5.1,,,
27,Virgil Green,2.2,22.9,0.1,0.0,5.0,te,,,,,,,,,,,,,,,,,5.0,,,
28,Ryan Griffin,2.2,24.1,0.1,0.0,4.9,te,,,,,,,,,,,,,,,,,4.9,,,
29,James O'Shaughnessy,2.4,21.4,0.1,0.0,4.9,te,,,,,,,,,,,,,,,,,4.9,,,
30,Blake Jarwin,1.8,24.0,0.1,0.0,4.9,te,,,,,,,,,,,,,,,,,4.9,,,
31,Geoff Swaim,2.4,20.8,0.1,0.0,4.8,te,,,,,,,,,,,,,,,,,4.8,,,
32,Hayden Hurst,1.7,20.3,0.1,0.0,4.4,te,,,,,,,,,,,,,,,,,4.4,,,
33,Cameron Brate,1.6,19.6,0.1,0.0,4.3,te,,,,,,,,,,,,,,,,,4.3,,,
34,C.J. Uzomah,1.8,20.1,0.1,0.0,4.1,te,,,,,,,,,,,,,,,,,4.1,,,
35,Dawson Knox,1.6,18.2,0.1,0.0,4.1,te,,,,,,,,,,,,,,,,,4.1,,,
36,Jordan Akins,1.6,20.3,0.1,0.0,4.0,te,,,,,,,,,,,,,,,,,4.0,,,
37,Jeff Heuerman,1.6,16.4,0.1,0.0,3.7,te,,,,,,,,,,,,,,,,,3.7,,,
38,Jesse James,1.4,15.1,0.1,0.0,3.4,te,,,,,,,,,,,,,,,,,3.4,,,
39,Ricky Seals-Jones,1.4,15.8,0.1,0.0,3.3,te,,,,,,,,,,,,,,,,,3.3,,,
40,Tommy Sweeney,1.4,14.8,0.1,0.0,3.3,te,,,,,,,,,,,,,,,,,3.3,,,
41,Marcedes Lewis,1.2,14.0,0.1,0.0,3.2,te,,,,,,,,,,,,,,,,,3.2,,,
42,Nick Vannett,1.3,14.1,0.1,0.0,3.1,te,,,,,,,,,,,,,,,,,3.1,,,
43,Derek Carrier,1.4,13.3,0.0,0.0,2.9,te,,,,,,,,,,,,,,,,,2.9,,,
44,Nick Boyle,1.2,12.7,0.1,0.0,2.9,te,,,,,,,,,,,,,,,,,2.9,,,
45,Adam Shaheen,1.2,13.0,0.1,0.0,2.8,te,,,,,,,,,,,,,,,,,2.8,,,
46,Darren Fells,1.0,12.0,0.1,0.0,2.7,te,,,,,,,,,,,,,,,,,2.7,,,
47,Irv Smith Jr.,1.0,13.0,0.1,0.0,2.7,te,,,,,,,,,,,,,,,,,2.7,,,
48,Jonnu Smith,1.0,12.2,0.0,0.0,2.4,te,,,,,,,,,,,,,,,,,2.4,,,
49,Tanner Hudson,0.8,9.3,0.1,0.0,2.3,te,,,,,,,,,,,,,,,,,2.3,,,
50,Charles Clay,0.9,12.6,0.0,0.0,2.3,te,,,,,,,,,,,,,,,,,2.3,,,
51,Rhett Ellison,1.0,11.4,0.0,0.0,2.3,te,,,,,,,,,,,,,,,,,2.3,,,
52,Ryan Izzo,0.8,10.6,0.1,0.0,2.2,te,,,,,,,,,,,,,,,,,2.2,,,
53,Maxx Williams,0.9,11.0,0.0,0.0,2.2,te,,,,,,,,,,,,,,,,,2.2,,,
54,Nick O'Leary,0.9,10.0,0.0,0.0,2.1,te,,,,,,,,,,,,,,,,,2.1,,,
55,Deon Yelder,0.7,7.8,0.1,0.0,2.1,te,,,,,,,,,,,,,,,,,2.1,,,
56,Mo Alie-Cox,0.7,10.1,0.1,0.0,2.1,te,,,,,,,,,,,,,,,,,2.1,,,
57,Matt LaCosse,1.0,10.4,0.0,0.0,2.0,te,,,,,,,,,,,,,,,,,2.0,,,
58,Blake Bell,0.8,9.2,0.1,0.0,2.0,te,,,,,,,,,,,,,,,,,2.0,,,
59,Zach Gentry,0.7,7.0,0.1,0.0,2.0,te,,,,,,,,,,,,,,,,,2.0,,,
60,Foster Moreau,0.9,9.7,0.0,0.0,2.0,te,,,,,,,,,,,,,,,,,2.0,,,
61,Josh Hill,0.9,8.7,0.0,0.0,1.9,te,,,,,,,,,,,,,,,,,1.9,,,
62,Ian Thomas,0.7,9.1,0.0,0.0,1.8,te,,,,,,,,,,,,,,,,,1.8,,,
63,Jeremy Sprinkle,0.7,8.1,0.0,0.0,1.8,te,,,,,,,,,,,,,,,,,1.8,,,
64,Luke Stocker,0.7,8.2,0.0,0.0,1.8,te,,,,,,,,,,,,,,,,,1.8,,,
65,Drew Sample,0.8,7.9,0.0,0.0,1.7,te,,,,,,,,,,,,,,,,,1.7,,,
66,Robert Tonyan,0.6,9.5,0.0,0.0,1.7,te,,,,,,,,,,,,,,,,,1.7,,,
67,Ben Braunecker,0.6,8.1,0.0,0.0,1.5,te,,,,,,,,,,,,,,,,,1.5,,,
68,Tyler Conklin,0.5,7.7,0.0,0.0,1.4,te,,,,,,,,,,,,,,,,,1.4,,,
69,Logan Paulsen,0.5,5.8,0.0,0.0,1.3,te,,,,,,,,,,,,,,,,,1.3,,,
70,MyCole Pruitt,0.5,5.7,0.0,0.0,1.3,te,,,,,,,,,,,,,,,,,1.3,,,
71,Sean Culkin,0.4,7.5,0.0,0.0,1.2,te,,,,,,,,,,,,,,,,,1.2,,,
72,Evan Baylis,0.5,5.0,0.0,0.0,1.2,te,,,,,,,,,,,,,,,,,1.2,,,
73,Chris Manhertz,0.4,6.9,0.0,0.0,1.2,te,,,,,,,,,,,,,,,,,1.2,,,
74,Levine Toilolo,0.4,5.8,0.0,0.0,1.2,te,,,,,,,,,,,,,,,,,1.2,,,
75,Lee Smith,0.4,4.6,0.0,0.0,1.1,te,,,,,,,,,,,,,,,,,1.1,,,
76,Ross Dwelley,0.4,5.4,0.0,0.0,1.1,te,,,,,,,,,,,,,,,,,1.1,,,
77,Xavier Grimble,0.5,6.8,0.0,0.1,1.1,te,,,,,,,,,,,,,,,,,1.1,,,
78,Logan Thomas,0.4,6.0,0.0,0.0,1.1,te,,,,,,,,,,,,,,,,,1.1,,,
79,Johnny Mundt,0.5,5.2,0.0,0.0,1.1,te,,,,,,,,,,,,,,,,,1.1,,,
80,Dalton Schultz,0.4,4.6,0.0,0.0,1.0,te,,,,,,,,,,,,,,,,,1.0,,,
81,Antony Auclair,0.4,4.6,0.0,0.0,1.0,te,,,,,,,,,,,,,,,,,1.0,,,
82,Lance Kendricks,0.4,4.9,0.0,0.0,1.0,te,,,,,,,,,,,,,,,,,1.0,,,
83,Durham Smythe,0.4,5.9,0.0,0.0,1.0,te,,,,,,,,,,,,,,,,,1.0,,,
84,Jerell Adams,0.4,3.8,0.0,0.0,0.9,te,,,,,,,,,,,,,,,,,0.9,,,
85,Anthony Firkser,0.4,5.0,0.0,0.0,0.9,te,,,,,,,,,,,,,,,,,0.9,,,
86,Seth DeValve,0.4,4.0,0.0,0.0,0.9,te,,,,,,,,,,,,,,,,,0.9,,,
87,Eric Tomlinson,0.4,4.1,0.0,0.0,0.8,te,,,,,,,,,,,,,,,,,0.8,,,
88,David Morgan,0.3,3.5,0.0,0.0,0.8,te,,,,,,,,,,,,,,,,,0.8,,,
89,Troy Fumagalli,0.3,4.6,0.0,0.0,0.8,te,,,,,,,,,,,,,,,,,0.8,,,
90,Trevon Wesco,0.3,5.0,0.0,0.0,0.8,te,,,,,,,,,,,,,,,,,0.8,,,
91,Daniel Brown,0.3,3.3,0.0,0.0,0.6,te,,,,,,,,,,,,,,,,,0.6,,,
92,Pharaoh Brown,0.2,3.9,0.0,0.0,0.6,te,,,,,,,,,,,,,,,,,0.6,,,
93,Garrett Celek,0.2,2.5,0.0,0.0,0.6,te,,,,,,,,,,,,,,,,,0.6,,,
94,Jaeden Graham,0.2,2.3,0.0,0.0,0.4,te,,,,,,,,,,,,,,,,,0.4,,,
95,Cethan Carter,0.2,1.7,0.0,0.0,0.4,te,,,,,,,,,,,,,,,,,0.4,,,
96,Patrick Scales,0.1,1.0,0.0,0.0,0.2,te,,,,,,,,,,,,,,,,,0.2,,,
97,Andrew Beck,0.1,1.0,0.0,0.0,0.2,te,,,,,,,,,,,,,,,,,0.2,,,
98,Bradley Sowell,0.1,1.0,0.0,0.0,0.2,te,,,,,,,,,,,,,,,,,0.2,,,
99,Beau Brinkley,0.0,5.9,0.0,0.0,0.0,te,,,,,,,,,,,,,,,,,0.0,,,
100,Dan Arnold,0.0,3.6,0.0,0.0,0.0,te,,,,,,,,,,,,,,,,,0.0,,,
101,Darrell Daniels,0.0,4.5,0.0,0.0,0.0,te,,,,,,,,,,,,,,,,,0.0,,,
102,Jordan Leggett,0.0,4.5,0.0,0.0,0.0,te,,,,,,,,,,,,,,,,,0.0,,,
103,Brandon Dillon,0.0,5.4,0.0,0.0,0.0,te,,,,,,,,,,,,,,,,,0.0,,,
104,Stephen Anderson,0.0,5.4,0.0,0.0,0.0,te,,,,,,,,,,,,,,,,,0.0,,,
105,Garrett Dickerson,0.0,3.1,0.0,0.0,0.0,te,,,,,,,,,,,,,,,,,0.0,,,
0,Dak Prescott,,,,0.2,23.0,qb,32.5,23.5,274.2,2.2,0.4,4.6,24.8,0.4,,,,,,,,,23.0,,,
1,Patrick Mahomes,,,,0.1,22.3,qb,36.2,23.5,309.1,2.5,0.5,2.5,8.6,0.1,,,,,,,,,22.3,,,
2,Lamar Jackson,,,,0.4,20.9,qb,31.5,19.9,232.4,1.5,0.6,10.5,56.2,0.3,,,,,,,,,20.9,,,
3,Josh Allen,,,,0.3,19.8,qb,32.0,18.9,237.7,1.5,1.0,7.5,43.5,0.4,,,,,,,,,19.8,,,
4,Deshaun Watson,,,,0.2,19.6,qb,33.1,21.8,263.0,1.7,0.9,5.8,33.5,0.2,,,,,,,,,19.6,,,
5,Tom Brady,,,,0.1,19.1,qb,35.0,23.4,276.5,2.1,0.4,1.2,2.2,0.1,,,,,,,,,19.1,,,
6,Russell Wilson,,,,0.2,19.0,qb,30.9,21.1,251.2,1.9,0.4,4.6,23.1,0.1,,,,,,,,,19.0,,,
7,Jameis Winston,,,,0.2,19.0,qb,35.2,23.1,291.4,1.9,1.1,3.8,17.6,0.1,,,,,,,,,19.0,,,
8,Matt Ryan,,,,0.2,18.8,qb,37.4,26.8,295.9,1.9,0.5,1.8,7.1,0.0,,,,,,,,,18.8,,,
9,Aaron Rodgers,,,,0.2,18.7,qb,34.0,22.4,262.7,1.8,0.3,3.4,16.3,0.1,,,,,,,,,18.7,,,
10,Kyler Murray,,,,0.2,18.0,qb,37.1,22.5,273.8,1.8,1.0,3.5,16.6,0.1,,,,,,,,,18.0,,,
11,Carson Wentz,,,,0.2,18.0,qb,36.5,23.9,274.9,1.9,0.8,3.0,10.9,0.1,,,,,,,,,18.0,,,
12,Philip Rivers,,,,0.1,17.8,qb,35.5,24.0,279.4,2.0,0.6,1.1,2.2,0.0,,,,,,,,,17.8,,,
13,Jared Goff,,,,0.2,16.7,qb,34.7,22.6,273.6,1.6,0.6,2.0,4.7,0.1,,,,,,,,,16.7,,,
14,Kirk Cousins,,,,0.2,16.6,qb,31.7,21.2,246.7,1.8,0.7,2.3,7.6,0.1,,,,,,,,,16.6,,,
15,Baker Mayfield,,,,0.2,16.3,qb,36.0,23.0,278.5,1.7,1.0,2.0,7.2,0.0,,,,,,,,,16.3,,,
16,Matthew Stafford,,,,0.2,16.3,qb,36.2,23.7,269.6,1.5,0.6,1.9,7.6,0.0,,,,,,,,,16.3,,,
17,Jimmy Garoppolo,,,,0.1,15.9,qb,32.3,21.2,258.5,1.7,0.9,2.1,5.1,0.0,,,,,,,,,15.9,,,
18,Jacoby Brissett,,,,0.2,15.7,qb,32.4,20.3,225.5,1.4,0.5,3.3,14.0,0.1,,,,,,,,,15.7,,,
19,Mitch Trubisky,,,,0.2,15.4,qb,33.2,21.5,239.0,1.3,0.9,3.7,20.9,0.1,,,,,,,,,15.4,,,
20,Andy Dalton,,,,0.2,14.4,qb,37.0,22.7,250.8,1.5,0.9,1.9,6.4,0.0,,,,,,,,,14.4,,,
21,Daniel Jones,,,,0.2,13.9,qb,34.7,22.7,242.7,1.3,1.0,2.1,9.0,0.0,,,,,,,,,13.9,,,
22,Mason Rudolph,,,,0.2,13.8,qb,36.7,22.9,266.5,1.3,1.1,1.5,5.2,0.0,,,,,,,,,13.8,,,
23,Kyle Allen,,,,0.2,13.7,qb,35.1,21.2,238.6,1.4,1.1,2.1,8.0,0.0,,,,,,,,,13.7,,,
24,Marcus Mariota,,,,0.2,13.5,qb,28.7,18.2,204.6,1.0,0.7,4.6,25.5,0.1,,,,,,,,,13.5,,,
25,Gardner Minshew,,,,0.2,13.1,qb,31.8,21.2,217.5,1.0,0.8,4.1,17.4,0.1,,,,,,,,,13.1,,,
26,Derek Carr,,,,0.2,12.8,qb,33.6,22.4,234.9,1.1,0.7,1.7,5.7,0.0,,,,,,,,,12.8,,,
27,Case Keenum,,,,0.1,12.2,qb,33.8,21.7,223.9,1.1,0.8,1.8,5.5,0.1,,,,,,,,,12.2,,,
28,Joe Flacco,,,,0.1,12.0,qb,36.5,22.0,243.3,1.0,0.9,1.1,2.6,0.0,,,,,,,,,12.0,,,
29,Teddy Bridgewater,,,,0.2,11.5,qb,31.9,21.0,214.0,1.0,0.9,1.8,7.6,0.0,,,,,,,,,11.5,,,
30,Josh Rosen,,,,0.2,9.2,qb,30.6,17.7,188.6,0.9,1.1,1.7,9.3,0.0,,,,,,,,,9.2,,,
31,Luke Falk,,,,0.2,8.7,qb,31.9,18.3,201.0,0.6,0.9,1.5,4.3,0.0,,,,,,,,,8.7,,,
32,Taysom Hill,,,,0.1,2.5,qb,6.8,4.3,40.0,0.1,0.2,2.1,8.3,0.0,,,,,,,,,2.5,,,
33,Dwayne Haskins,,,,0.0,1.1,qb,3.3,2.1,20.6,0.1,0.1,0.2,0.5,0.0,,,,,,,,,1.1,,,
34,Will Grier,,,,0.1,1.1,qb,6.0,3.4,31.7,0.1,0.2,0.6,1.3,0.0,,,,,,,,,1.1,,,
35,Eli Manning,,,,0.1,1.0,qb,6.8,3.9,39.1,0.1,0.3,0.3,0.5,0.0,,,,,,,,,1.0,,,
36,Ryan Fitzpatrick,,,,0.0,1.0,qb,4.9,2.5,26.8,0.1,0.3,0.6,2.2,0.0,,,,,,,,,1.0,,,
37,Ryan Griffin,,,,0.1,1.0,qb,8.5,4.6,41.6,0.0,0.4,0.9,1.8,0.0,,,,,,,,,1.0,,,
38,Cooper Rush,,,,0.1,1.0,qb,5.1,3.1,28.8,0.1,0.2,0.5,0.8,0.0,,,,,,,,,1.0,,,
39,Josh McCown,,,,0.2,0.9,qb,6.9,3.7,31.1,0.1,0.3,0.9,1.9,0.0,,,,,,,,,0.9,,,
40,Blake Bortles,,,,0.1,0.9,qb,3.2,1.8,16.9,0.1,0.2,0.7,3.6,0.0,,,,,,,,,0.9,,,
41,Robert Griffin,,,,0.1,0.9,qb,4.8,2.6,25.9,0.1,0.3,0.7,2.2,0.0,,,,,,,,,0.9,,,
42,Matt Moore,,,,0.0,0.9,qb,1.4,0.9,11.4,0.1,0.0,0.2,0.2,0.0,,,,,,,,,0.9,,,
43,Jarrett Stidham,,,,0.0,0.8,qb,1.1,0.8,9.6,0.1,0.0,0.1,0.3,0.0,,,,,,,,,0.8,,,
44,Brian Hoyer,,,,0.0,0.8,qb,1.4,1.0,9.7,0.1,0.0,0.3,0.2,0.0,,,,,,,,,0.8,,,
45,Matt Barkley,,,,0.0,0.8,qb,1.2,0.8,9.0,0.1,0.0,0.2,0.3,0.0,,,,,,,,,0.8,,,
46,Geno Smith,,,,0.1,0.8,qb,7.9,4.6,41.9,0.0,0.4,0.6,0.6,0.0,,,,,,,,,0.8,,,
47,C.J. Beathard,,,,0.5,0.7,qb,13.1,7.8,102.6,0.2,1.5,0.0,0.0,0.0,,,,,,,,,0.7,,,
48,Tim Boyle,,,,0.0,0.7,qb,1.1,0.7,7.6,0.1,0.0,0.1,0.2,0.0,,,,,,,,,0.7,,,
49,Mike Glennon,,,,0.1,0.7,qb,5.5,3.0,26.2,0.1,0.2,0.6,0.9,0.0,,,,,,,,,0.7,,,
50,Matt Schaub,,,,0.1,0.7,qb,5.9,3.3,28.3,0.0,0.2,0.6,0.9,0.0,,,,,,,,,0.7,,,
51,Brett Hundley,,,,0.0,0.7,qb,1.5,0.9,9.8,0.1,0.1,0.2,0.8,0.0,,,,,,,,,0.7,,,
52,Nick Mullens,,,,0.0,0.7,qb,3.2,1.8,17.9,0.1,0.2,0.6,1.3,0.0,,,,,,,,,0.7,,,
53,Tyrod Taylor,,,,0.0,0.6,qb,0.6,0.4,4.3,0.0,0.0,0.8,3.2,0.0,,,,,,,,,0.6,,,
54,Ryan Tannehill,,,,0.1,0.6,qb,4.6,2.9,29.4,0.0,0.3,0.5,1.1,0.0,,,,,,,,,0.6,,,
55,Easton Stick,,,,0.1,0.6,qb,6.8,3.7,32.7,0.0,0.4,0.8,1.4,0.0,,,,,,,,,0.6,,,
56,Joshua Dobbs,,,,0.1,0.5,qb,4.4,2.6,22.8,0.0,0.2,0.5,0.7,0.0,,,,,,,,,0.5,,,
57,AJ McCarron,,,,0.0,0.5,qb,1.3,0.9,10.7,0.0,0.0,0.3,0.3,0.0,,,,,,,,,0.5,,,
58,Sean Mannion,,,,0.0,0.4,qb,1.2,0.8,9.4,0.0,0.0,0.3,0.2,0.0,,,,,,,,,0.4,,,
59,Chase Daniel,,,,0.0,0.4,qb,0.7,0.4,4.3,0.1,0.0,0.2,0.2,0.0,,,,,,,,,0.4,,,
60,Ryan Finley,,,,0.0,0.3,qb,1.1,0.7,6.4,0.0,0.0,0.0,0.2,0.0,,,,,,,,,0.3,,,
61,David Fales,,,,0.0,0.2,qb,1.3,0.7,7.0,0.0,0.1,0.2,0.8,0.0,,,,,,,,,0.2,,,
0,CowboysD/ST,,,,,,dst,,,,,,,,,3.1,1.2,0.7,1.4,0.2,0.0,12.4,249.1,12.1,,,
1,PatriotsD/ST,,,,,,dst,,,,,,,,,2.7,1.2,0.6,1.3,0.2,0.1,12.3,285.5,11.6,,,
2,BillsD/ST,,,,,,dst,,,,,,,,,2.8,1.0,0.6,1.0,0.2,0.0,18.0,296.0,8.2,,,
3,VikingsD/ST,,,,,,dst,,,,,,,,,3.1,0.7,0.7,1.1,0.1,0.0,16.7,319.8,7.9,,,
4,TitansD/ST,,,,,,dst,,,,,,,,,3.1,0.7,0.7,1.0,0.1,0.1,17.3,310.9,7.9,,,
5,49ersD/ST,,,,,,dst,,,,,,,,,2.4,1.1,0.5,0.8,0.2,0.0,18.9,335.2,7.6,,,
6,SeahawksD/ST,,,,,,dst,,,,,,,,,2.6,0.9,0.6,1.2,0.2,0.0,19.2,338.4,7.6,,,
7,PackersD/ST,,,,,,dst,,,,,,,,,2.6,0.9,0.6,0.9,0.2,0.0,17.1,333.0,7.5,,,
8,JaguarsD/ST,,,,,,dst,,,,,,,,,3.1,0.7,0.5,0.8,0.1,0.1,18.6,292.7,7.5,,,
9,BearsD/ST,,,,,,dst,,,,,,,,,2.7,0.8,0.5,0.7,0.1,0.0,17.6,287.6,7.4,,,
